source_id,title,publisher,url,pub_date,date_status,source_type,tier,origin
SRC-169,The Ultimate Guide to the EU AI Act,Hyperproof,https://hyperproof.io/ultimate-guide-to-the-eu-ai-act,,unknown,other,context,backfill
SRC-170,contin a la tramitaci n del proyecto de ley sobre ia en chile,IAPP,https://iapp.org/news/a/contin-a-la-tramitaci-n-del-proyecto-de-ley-sobre-ia-en-chile?utm_source=openai,,unknown,other,secondary,backfill
SRC-171,EU AI Act deployer evidence gaps SMEs will miss before 2 Aug. 2026 | IAPP,IAPP,https://iapp.org/news/a/eu-ai-act-deployer-evidence-gaps-smes-will-miss-before-2-aug-2026,,unknown,other,secondary,backfill
SRC-172,global ai law and policy tracker highlights and takeaways,IAPP,https://iapp.org/news/a/global-ai-law-and-policy-tracker-highlights-and-takeaways,,unknown,other,secondary,backfill
SRC-173,new authority established for personal data protection in mexico,IAPP,https://iapp.org/news/a/new-authority-established-for-personal-data-protection-in-mexico,,unknown,other,secondary,backfill
SRC-174,Proactive caution: Israel’s approach to AI regulation | IAPP,IAPP,https://iapp.org/news/a/proactive-caution-israels-approach-to-ai-regulation,,unknown,other,secondary,backfill
SRC-175,saudi arabia s data protection authority steps up enforcement,IAPP,https://iapp.org/news/a/saudi-arabia-s-data-protection-authority-steps-up-enforcement,,unknown,other,secondary,backfill
SRC-176,Vietnam's draft AI Law: Racing toward regulation with EU inspirations | IAPP,IAPP,https://iapp.org/news/a/vietnam-s-draft-ai-law-racing-toward-regulation-with-eu-inspirations,,unknown,other,secondary,backfill
SRC-177,vietnam s first standalone ai law an overview of key provisions future implications,IAPP,https://iapp.org/news/a/vietnam-s-first-standalone-ai-law-an-overview-of-key-provisions-future-implications,,unknown,other,secondary,backfill
SRC-178,global ai governance jurisdiction overviews,IAPP,https://iapp.org/resources/article/global-ai-governance-jurisdiction-overviews,,unknown,other,secondary,backfill
SRC-179,KENYA ARTIFICIAL INTELLIGENCE STRATEGY 2025-2030,Go,https://ict.go.ke/sites/default/files/2025-03/Kenya%20AI%20Strategy%202025%20-%202030.pdf,2025-03-01,from_url-month,other,context,backfill
SRC-180,"Indonesia prioritizes AI regulation in 2026, says Communications Minister | Indonesia Business Post",Indonesiabusinesspost,https://indonesiabusinesspost.com/5992/cyber-and-espionage/indonesia-prioritizes-ai-regulation-in-2026-says-communications-minister,,unknown,other,context,backfill
SRC-181,The New Era of Privacy and Data Protection in Mexico: What’s Changing? | International Network of Privacy Law Professionals,Inplp,https://inplp.com/latest-news/article/the-new-era-of-privacy-and-data-protection-in-mexico-whats-changing,,unknown,other,context,backfill
SRC-182,Mobley v. Workday: What ICIMS Admins Must Know Now,Integralrecruiting,https://integralrecruiting.com/icims-consultant-mobley-workday-ai-hiring,,unknown,other,context,backfill
SRC-183,Recent developments of Artificial Intelligence and IP in Latin America (Pt. III) - IP Helpdesk,Europa,https://intellectual-property-helpdesk.ec.europa.eu/news-events/news/recent-developments-artificial-intelligence-and-ip-latin-america-pt-iii-2026-05-04_en,,unknown,official_gov,primary,backfill
SRC-184,"Organizing Means–Ends Decoupling: Core–Compartment Separations in Fast Fashion - Herman I. Stål, Hervé Corvellec, 2022",Sagepub,https://journals.sagepub.com/doi/10.1177/00076503211001856,,unknown,other,context,backfill
SRC-185,"Kenya Launches National AI Strategy 2025 – 2030 , Download it here - Ai Kenya",Kenya,https://kenya.ai/kenya-launches-national-ai-strategy-2025-2026-download-it-here,,unknown,other,context,backfill
SRC-186,KTS Law,Ktslaw,https://ktslaw.com/en/insights/alert/2025/10/california-enacts-the-transparency-in-frontier-artificial-intelligence-act-sb-53,2025-10-01,from_url-month,other,context,backfill
SRC-187,EU AI Act High-Risk Deadline: Enterprise Readiness Gap – Lab Space,Cloudsecurityalliance,https://labs.cloudsecurityalliance.org/research/csa-research-note-eu-ai-act-high-risk-compliance-deadline-20,,unknown,other,context,backfill
SRC-188,Balancing innovation and ethics: Chile faces national debate as proposed bill to regulate AI use advances - Latin America Reports,Latinamericareports,https://latinamericareports.com/balancing-innovation-and-ethics-chile-faces-national-debate-as-proposed-bill-to-regulate-ai-use-advances/12244,,unknown,other,context,backfill
SRC-189,taiwan semiconductor export controls,Law,https://law.asia/taiwan-semiconductor-export-controls,,unknown,other,context,backfill
SRC-190,Introducing Mandatory Guardrails for Artificial Intelligence (AI) in High-risk Settings - Law Council of Australia,Lawcouncil,https://lawcouncil.au/media/news/introducing-mandatory-guardrails-for-artificial-intelligence-ai-in-high-risk-settings,,unknown,other,context,backfill
SRC-191,"Help Wanted, Screened by Algorithms: Mobley v. Workday and the Legal Limits of AI Hiring | University of Miami Law Review",Miami,https://lawreview.law.miami.edu/help-wanted-screened-by-algorithms-mobley-v-workday-and-the-legal-limits-of-ai-hiring,,unknown,other,context,backfill
SRC-192,sb24 205,Colorado Legislature,https://leg.colorado.gov/bills/sb24-205,,unknown,official_gov,primary,backfill
SRC-193,Senate Bill 53,California Legislature,https://leginfo.legislature.ca.gov/faces/billNavClient.xhtml?bill_id=202520260SB53,,unknown,official_gov,primary,backfill
SRC-194,3270002,Legiscan,https://legiscan.com/CA/text/SB53/id/3270002,,unknown,other,context,backfill
SRC-195,meitys advisories on ai,Substack,https://maheshyellai.substack.com/p/meitys-advisories-on-ai,,unknown,other,context,backfill
SRC-196,Kenya’s National AI Strategy 2025 - 2030: Legal and Regulatory Implications,Manwaadvocates,https://manwaadvocates.com/kenyas-national-ai-strategy-2025-2030-legal-and-regulatory-implications,,unknown,other,context,backfill
SRC-197,"Nigeria’s Bold Course to Lead Global AI Revolution, Reaffirmed by NITDA DG",Financialcontent,https://markets.financialcontent.com/wral/article/tokenring-2025-10-4-nigerias-bold-course-to-lead-global-ai-revolution-reaffirmed-by-nitda-dg,,unknown,other,context,backfill
SRC-198,vietnam ai law 55d70834c476,Medium,https://medium.com/@bcaa.certuk/vietnam-ai-law-55d70834c476,,unknown,other,context,backfill
SRC-199,metr.org,METR,https://metr.org,,unknown,research_report,primary,backfill
SRC-200,About,METR,https://metr.org/about,,unknown,research_report,primary,backfill
SRC-201,common elements mar 2025,METR,https://metr.org/assets/common-elements-mar-2025.pdf,,unknown,research_report,primary,backfill
SRC-202,common elements nov 2024,METR,https://metr.org/assets/common-elements-nov-2024.pdf,,unknown,research_report,primary,backfill
SRC-203,common elements of frontier ai safety policies,METR,https://metr.org/assets/common_elements_of_frontier_ai_safety_policies.pdf,,unknown,research_report,primary,backfill
SRC-204,Updates,METR,https://metr.org/blog,2025-12-09,from_context,research_report,primary,backfill
SRC-205,Common Elements of Frontier AI Safety Policies (December 2025 Update) - METR,METR,https://metr.org/blog/2025-12-09-common-elements-of-frontier-ai-safety-policies,2025-12-09,from_url,research_report,primary,backfill
SRC-206,Careers,METR,https://metr.org/careers,,unknown,research_report,primary,backfill
SRC-207,Common Elements of Frontier AI Safety Policies - METR,METR,https://metr.org/common-elements,,unknown,research_report,primary,backfill
SRC-208,Common Elements of Frontier AI Safety Policies December 2025,METR,https://metr.org/common-elements.pdf,,unknown,research_report,primary,backfill
SRC-209,Donate,METR,https://metr.org/donate,,unknown,research_report,primary,backfill
SRC-210,have published,METR,https://metr.org/fsp,,unknown,research_report,primary,backfill
SRC-211,Notes,METR,https://metr.org/notes,,unknown,research_report,primary,backfill
SRC-212,privacy,METR,https://metr.org/privacy,,unknown,research_report,primary,backfill
SRC-213,Research,METR,https://metr.org/research,,unknown,research_report,primary,backfill
SRC-214,Risk Assessment,METR,https://metr.org/risk-assessment,,unknown,research_report,primary,backfill
SRC-215,Search,METR,https://metr.org/search,,unknown,research_report,primary,backfill
SRC-216,Mohammed Muigai LLP,Mohammedmuigai,https://mohammedmuigai.com/the-impact-of-artificial-intelligence-on-data-protection-in-kenya,,unknown,other,context,backfill
SRC-217,"AI Policy Corner: Frontier AI Safety Commitments, AI Seoul Summit 2024 | Montreal AI Ethics Institute",Montrealethics,https://montrealethics.ai/ai-policy-corner-frontier-ai-safety-commitments-ai-seoul-summit-2024,,unknown,other,context,backfill
SRC-218,UNESCO’s Recommendation on the Ethics of AI | Montreal AI Ethics Institute,Montrealethics,https://montrealethics.ai/unescos-recommendation-on-the-ethics-of-ai,,unknown,other,context,backfill
SRC-219,Chamber of Deputies schedules vote on Artificial Intelligence Legal Framework for May 27 | MAFM ADVOGADOS,Com,https://murayama.com.br/en/2026/05/18/chamber-of-deputies-schedules-vote-on-artificial-intelligence-legal-framework-for-may-27,2026-05-18,from_url,law_firm_analysis,secondary,backfill
SRC-220,Executive Order Targets State AI Regulation Through Federal Preemption - McGuireWoods Consulting,Mwcllc,https://mwcllc.com/2026/01/20/executive-order-targets-state-ai-regulation-through-federal-preemption,2026-01-20,from_url,other,context,backfill
SRC-221,"Brazil AI Regulation: Bill 2338, ANPD, Current Status (2026)",Nathalycalixto,https://nathalycalixto.com/brazil-ai-regulation-complete-analysis-2026,,unknown,law_firm_analysis,secondary,backfill
SRC-222,INAI Dissolved New Personal Data Laws in Mexico,Natlawreview,https://natlawreview.com/article/extinction-national-institute-transparency-access-information-and-personal-data,,unknown,other,context,backfill
SRC-223,Mexico Moves to Eliminate INAI and Reshape Transparency Oversight,Natlawreview,https://natlawreview.com/article/mexicos-federal-government-initiates-process-eliminate-autonomous-data-privacy,,unknown,other,context,backfill
SRC-224,wp,NITDA (NG),https://ncair.nitda.gov.ng/wp-,,unknown,official_gov,primary,backfill
SRC-225,Stanford University,Stanford,https://news.stanford.edu/stories/2025/12/foundation-model-transparency-index-ai-companies-information,2025-12-01,from_url-month,other,context,backfill
SRC-226,criminal complaint against facial recognition company clearview ai,Noyb,https://noyb.eu/en/criminal-complaint-against-facial-recognition-company-clearview-ai,,unknown,other,context,backfill
SRC-227,OECD AI Policy Observatory Portal,OECD,https://oecd.ai/en/dashboards/international/g7,,unknown,ngo_index,primary,backfill
SRC-228,National Artificial Intelligence Strategy (NAIS) - OECD.AI,OECD,https://oecd.ai/en/dashboards/policy-initiatives/national-artificial-intelligence-strategy-nais,,unknown,ngo_index,primary,backfill
SRC-229,OECD AI Principles - OECD.AI,OECD,https://oecd.ai/en/dashboards/policy-initiatives/oecd-ai-principles-9705,,unknown,ngo_index,primary,backfill
SRC-230,south africa national artificial intelligence policy framework,OECD,https://oecd.ai/en/dashboards/policy-initiatives/south-africa-national-artificial-intelligence-policy-framework,,unknown,ngo_index,primary,backfill
SRC-231,Updated OECD Definition of an AI system - OECD.AI,OECD,https://oecd.ai/en/dashboards/policy-initiatives/updated-oecd-definition-of-an-ai-system-4108,,unknown,ngo_index,primary,backfill
SRC-232,One Hundred Nights,Onehundrednights,https://onehundrednights.com/article/texas-colorado-ai-law-nonprofits,,unknown,other,context,backfill
SRC-233,France ONU,Delegfrance,https://onu.delegfrance.org/statement-on-inclusive-and-sustainable-artificial-intelligence-for-people-and,,unknown,other,context,backfill
SRC-234,OpenAI,OpenAI,https://openai.com/index/openai-board-forms-safety-and-security-committee,,unknown,official_gov,primary,backfill
SRC-235,OpenAI,OpenAI,https://openai.com/index/updating-our-preparedness-framework,,unknown,official_gov,primary,backfill
SRC-236,OpenAI,OpenAI,https://openai.com/our-structure,,unknown,official_gov,primary,backfill
SRC-237,data protection,Pavestoneslegal,https://pavestoneslegal.com/tag/data-protection,,unknown,law_firm_analysis,secondary,backfill
SRC-238,ANALYSIS OF NIGERIA’s NATIONAL ARTIFICIAL INTELLIGENCE STRATEGY August 2024,Pavestoneslegal,https://pavestoneslegal.com/wp-content/uploads/2024/08/Nigerias-AI-Strategy-.pdf,2024-08-01,from_url-month,law_firm_analysis,secondary,backfill
SRC-239,Switzerland Sets Its Course on AI Legislation: Federal Council Outlines a Lean Regulatory Approach | Pestalozzi Attorneys at Law,Pestalozzilaw,https://pestalozzilaw.com/en/insights/news/legal-insights/switzerland-sets-its-course-on-ai-legislation-federal-council-out-lines-a-lean-regulatory-approach,,unknown,other,context,backfill
SRC-240,South Africa National Artificial Intelligence (AI) Policy Framework 2024 | PolicyVault.Africa,Policyvault,https://policyvault.africa/policy/south-africa-national-artificial-intelligence-ai-policy-framework-2024,,unknown,other,context,backfill
SRC-241,9526,Go,https://portal.komdigi.go.id/kanal-publik/berita-kini/9526,,unknown,other,context,backfill
SRC-242,PPC Land,Ppc,https://ppc.land/criminal-charges-filed-against-clearview-ai-after-regulatory-fines-fail,,unknown,other,context,backfill
SRC-243,Artificial Intelligence 2025 - Singapore | Global Practice Guides | Chambers and Partners,Chambers,https://practiceguides.chambers.com/practice-guides/artificial-intelligence-2025/singapore/trends-and-developments,,unknown,other,secondary,backfill
SRC-244,Artificial Intelligence 2025 - UAE | Global Practice Guides | Chambers and Partners,Chambers,https://practiceguides.chambers.com/practice-guides/artificial-intelligence-2025/uae/trends-and-developments,,unknown,other,secondary,backfill
SRC-245,Indonesia’s AI National Roadmap White Paper: Paving the Way Toward a Smarter and Sovereign Digital Future · PS Engage,Ps Engage,https://ps-engage.com/indonesias-ai-national-roadmap-white-paper-paving-the-way-toward-a-smarter-and-sovereign-digital-future,,unknown,other,context,backfill
SRC-246,Organizational Decoupling: A Systematic Literature Review and,Ac,https://pure.qub.ac.uk/files/166903756/euram_submission_decoupling.pdf,,unknown,other,context,backfill
SRC-247,Pure AI,Pureai,https://pureai.com/articles/2024/05/20/openai-superintelligence-safety-disbanded.aspx,2024-05-20,from_url,other,context,backfill
SRC-248,FREEAIR130820250A24FF2D4578453F824C72ED9F5D5851.PDF,Org,https://rbidocs.rbi.org.in/rdocs/PublicationReport/Pdfs/FREEAIR130820250A24FF2D4578453F824C72ED9F5D5851.PDF,,unknown,other,context,backfill
SRC-249,Indonesia AI Regulations | Regulations.AI | Regulations.ai,Regulations.ai,https://regulations.ai/countries/indonesia,,unknown,other,secondary,backfill
SRC-250,RAI CL NA PDLQRXX 2024,Regulations.ai,https://regulations.ai/regulations/RAI-CL-NA-PDLQRXX-2024,,unknown,other,secondary,backfill
SRC-251,Chile AI Regulation Overview - Chile | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/RAI-CL-NA-SUMMARY-2026,,unknown,other,secondary,backfill
SRC-252,Rancangan Peraturan Presiden tentang Kecerdasan Buatan (Draft Presidential Regulation on Artificial Intelligence) - Indonesia | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/RAI-ID-NA-RPPTKXX-2025,,unknown,other,secondary,backfill
SRC-253,Israel AI Regulation Overview,Regulations.ai,https://regulations.ai/regulations/RAI-IL-NA-SUMMARY-2026,,unknown,other,secondary,backfill
SRC-254,Regulations,Regulations.ai,https://regulations.ai/regulations/RAI-IR-NA-NAIDIXX-2024,,unknown,other,secondary,backfill
SRC-255,Regulations,Regulations.ai,https://regulations.ai/regulations/RAI-IR-NA-SUMMARY-2026,,unknown,other,secondary,backfill
SRC-256,Regulations,Regulations.ai,https://regulations.ai/regulations/RAI-KE-NA-SUMMARY-2026,,unknown,other,secondary,backfill
SRC-257,National Artificial Intelligence Strategy (NAIS) - Nigeria | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/RAI-NG-NA-NAISNXX-2024,,unknown,other,secondary,backfill
SRC-258,Law on Digital Technology Industry - Vietnam | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/RAI-VN-NA-DIGTEIN-2025,,unknown,other,secondary,backfill
SRC-259,National Artificial Intelligence Policy Framework (Draft ...,Regulations.ai,https://regulations.ai/regulations/RAI-ZA-NA-NAIDDXX-2024,,unknown,other,secondary,backfill
SRC-260,Australia AI Regulation Overview - Australia | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/australia-summary,,unknown,other,secondary,backfill
SRC-261,Regulations,Regulations.ai,https://regulations.ai/regulations/colombia-summary,,unknown,other,secondary,backfill
SRC-262,Regulations,Regulations.ai,https://regulations.ai/regulations/egypt-2025-01-national-ai-strategy-v2,,unknown,other,secondary,backfill
SRC-263,Regulations,Regulations.ai,https://regulations.ai/regulations/indonesia-2025-8-konsep-pedoman-etika-ai,,unknown,other,secondary,backfill
SRC-264,Indonesia AI Regulation Overview - Regulations.ai,Regulations.ai,https://regulations.ai/regulations/indonesia-summary,,unknown,other,secondary,backfill
SRC-265,"Israel’s Policy on Artificial Intelligence Regulation and Ethics (Ministry of Innovation, Science and Technology and Ministry of Justice) - 'Responsible Innovation' AI policy - Israel | Regulations.AI",Regulations.ai,https://regulations.ai/regulations/israel-2023-12-ai-policy,,unknown,other,secondary,backfill
SRC-266,National Artificial Intelligence Strategy (NAIS) - Regulations.ai,Regulations.ai,https://regulations.ai/regulations/nigeria-2024-8-nais,,unknown,other,secondary,backfill
SRC-267,Nigeria AI Regulation Overview,Regulations.ai,https://regulations.ai/regulations/nigeria-summary,,unknown,other,secondary,backfill
SRC-268,Recommendation of the Council on Artificial Intelligence - OECD | Regulations.AI - The Site on AI Laws and Regulations | Regulations.ai,Regulations.ai,https://regulations.ai/regulations/oecd-ai-principles-2019,,unknown,other,secondary,backfill
SRC-269,Regulations,Regulations.ai,https://regulations.ai/regulations/russia-summary,,unknown,other,secondary,backfill
SRC-270,Regulations,Regulations.ai,https://regulations.ai/regulations/turkey-summary,,unknown,other,secondary,backfill
SRC-271,Artificial Intelligence: AI Ethics for Peace – World Religions commit to the Rome Call – Religions for Peace Australia,Org,https://religionsforpeaceaustralia.org.au/?p=18887,,unknown,other,context,backfill
SRC-272,Contrary Research,Contrary,https://research.contrary.com/company/thinking-machines-lab,,unknown,other,context,backfill
SRC-273,"Enhancements and next steps for the G7 Hiroshima AI Process: Toward a common framework to advance human rights, democracy and rule of law | Cambridge Forum on AI: Law and Governance | Cambridge Core",Cambridge,https://resolve.cambridge.org/core/journals/cambridge-forum-on-ai-law-and-governance/article/enhancements-and-next-steps-for-the-g7-hiroshima-ai-process-toward-a-common-framework-to-advance-human-rights-democracy-and-rule-of-law/767476A314F4D697C10489CDBCC09C39,,unknown,other,context,backfill
SRC-274,Current Legal Landscape for AI in Australia - SafeAI-Aus,Safeaiaus,https://safeaiaus.org/safety-standards/ai-australian-legislation,,unknown,other,context,backfill
SRC-275,Global Index on Responsible AI Reveals Critical Gaps: Albania ranks 96th out of 138 countries - SCiDEV,Scidevcenter,https://scidevcenter.org/2024/08/12/global-index-on-responsible-ai-reveals-critical-gaps-albania-ranks-96th-out-of-138-countries,2024-08-12,from_url,other,context,backfill
SRC-276,EU AI Act 2026: Key Compliance Requirements for Enterprises | Secure Privacy Blog,Secureprivacy,https://secureprivacy.ai/blog/eu-ai-act-2026-compliance,,unknown,other,context,backfill
SRC-277,Singapore’s Model AI Governance Framework - Securiti,Securiti,https://securiti.ai/singapore-model-ai-governance-framework,,unknown,other,context,backfill
SRC-278,Shadow AI Watch,Shadowaiwatch,https://shadowaiwatch.com/research/stanford-ai-index-2026-incidents-transparency-governance,,unknown,other,context,backfill
SRC-279,doc2025115685601,Press Info Bureau (IN),https://static.pib.gov.in/WriteReadData/specificdocs/documents/2025/nov/doc2025115685601.pdf,,unknown,official_gov,primary,backfill
SRC-280,9t7ffjGZrm,T,https://t.co/9t7ffjGZrm,,unknown,other,context,backfill
SRC-281,The Australian Government releases voluntary guardrails on AI safety standards,Com,https://tecala.com.au/voluntary-guardrails-on-ai-safety-standards,,unknown,other,context,backfill
SRC-282,Kenya Unveils AI Strategy 2025-2030 to Lead Africa’s Digital Future - TechAfrica News,Techafricanews,https://techafricanews.com/2025/03/26/kenya-unveils-ai-strategy-2025-2030-to-lead-africas-digital-future,2025-03-26,from_url,other,context,backfill
SRC-283,TechAfrica News,Techafricanews,https://techafricanews.com/2025/11/20/humain-and-nvidia-to-deploy-600000-gpus-across-saudi-arabia-and-beyond,2025-11-20,from_url,other,context,backfill
SRC-284,TechCrunch,TechCrunch,https://techcrunch.com/2025/04/12/openai-co-founder-ilya-sutskevers-safe-superintelligence-reportedly-valued-at-32b,2025-04-12,from_url,news,context,backfill
SRC-285,TechCrunch,TechCrunch,https://techcrunch.com/2025/07/15/mira-muratis-thinking-machines-lab-is-worth-12b-in-seed-round,2025-07-15,from_url,news,context,backfill
SRC-286,Eastern religions join call for ethical AI,Techxplore,https://techxplore.com/news/2024-07-eastern-religions-ethical-ai.html,,unknown,other,context,backfill
SRC-287,The Global State of Responsible AI: An Analysis of Governance Disparities and Economic Correlations – Telecom Analysis,Telecom Analysis,https://telecomanalysis.net/2025/08/23/the-global-state-of-responsible-ai-an-analysis-of-governance-disparities-and-economic-correlations,2025-08-23,from_url,other,secondary,backfill
SRC-288,The Decoder,The Decoder,https://the-decoder.com/metas-muse-spark-is-its-first-frontier-model-and-its-first-without-open-weights,,unknown,other,context,backfill
SRC-289,AI Insider,Theaiinsider,https://theaiinsider.tech/2025/03/10/ilya-sutskevers-safe-superintelligence-raises-2b-valuing-ai-startup-at-30b,2025-03-10,from_url,other,context,backfill
SRC-290,"India's AI governance guidelines promise ambitious vision, but uneven road ahead",Thefederal,https://thefederal.com/category/business/india-ai-governance-ambitious-vision-principles-practicality-231425,,unknown,other,context,backfill
SRC-291,About | OECD.AI | HAIP Reporting Framework,Oecd,https://transparency.oecd.ai/about,,unknown,ngo_index,primary,backfill
SRC-292,artificial intelligence in the kremlin s information warfare,Uacrisis,https://uacrisis.org/en/artificial-intelligence-in-the-kremlin-s-information-warfare,,unknown,other,context,backfill
SRC-293,uaelegislation.gov.ae,Gov,https://uaelegislation.gov.ae,,unknown,official_gov,primary,backfill
SRC-294,The EU AI Act and assessment: December 2027 is not a snooze button,Uniwise,https://uniwise.eu/resources/blog/the-eu-ai-act-and-assessment-december-2027-is-not-a-snooze-button,,unknown,other,context,backfill
SRC-295,2.%20LESHER GoingDigitalToolkit Xiamen29May2024,Un,https://unstats.un.org/bigdata/events/2024/measuring-digital-economy/presentations/day1/2.%20LESHER_GoingDigitalToolkit_Xiamen29May2024.pdf,,unknown,other,context,backfill
SRC-296,Anu Bradford – Keynote Speaker | Speaker Bureau USA,Londonspeakerbureau,https://us.londonspeakerbureau.com/speaker-profile/anu-bradford,,unknown,other,context,backfill
SRC-297,War on the Rocks,Warontherocks,https://warontherocks.com/cogs-of-war/chinas-ai-governance-offensive-threatens-u-s-tech-leadership,,unknown,other,context,backfill
SRC-298,Weekly Aiving,Weeklyaiving,https://weeklyaiving.com/en/indonesia-advances-presidential-regulation-for-ai-ethics-guidelines,,unknown,other,context,backfill
SRC-299,World Justice Project,Worldjusticeproject,https://worldjusticeproject.org/news/wjp-rule-law-index-2025-global-press-release,,unknown,other,context,backfill
SRC-300,WSC Legal,Wsclegal,https://wsclegal.com/en/argentina-ai-industry,,unknown,other,context,backfill
SRC-301,South Africa’s Draft National AI Policy: Building a Framework for Responsible and Inclusive AI Governance - Adams & Adams,Adams,https://www.adams.africa/intellectual-property/south-africas-draft-national-ai-policy-building-a-framework-for-responsible-and-inclusive-ai-governance,,unknown,other,context,backfill
SRC-302,AI regulation: Federal Council to ratify Council of Europe ...,Swiss Confederation,https://www.admin.ch/en/nsb?id=104110,,unknown,official_gov,primary,backfill
SRC-303,KENYA ARTIFICIAL INTELLIGENCE STRATEGY 2025-2030 March 2025,Africadataprotection,https://www.africadataprotection.org/Kenya_AI_Strategy_2025_2030.pdf,,unknown,other,context,backfill
SRC-304,AI Act FRIA: Fundamental Rights Impact Assessment Guide | aiacto,Aiacto,https://www.aiacto.eu/en/blog/fria-ai-act-fundamental-rights-impact-assessment,,unknown,other,context,backfill
SRC-305,Brazil AI Bill Nears Binding Regulation - AI CERTs News,Aicerts,https://www.aicerts.ai/news/brazil-ai-bill-nears-binding-regulation,,unknown,other,context,backfill
SRC-306,The Mobley v. Workday Case Didn’t End. It Escalated. Here’s Where It Stands.,Aigovernanceforhr,https://www.aigovernanceforhr.com/p/the-mobley-v-workday-case-didnt-end,,unknown,other,context,backfill
SRC-307,Akin Gump,Akin Gump,https://www.akingump.com/en/insights/ai-law-and-regulation-tracker/colorado-postpones-implementation-of-colorado-ai-act-sb-24-205,,unknown,law_firm_analysis,secondary,backfill
SRC-308,"Court Allows Discrimination Claims Against AI Hiring Tool to Proceed | Mobley v. Workday, Inc. | Akin",Akin Gump,https://www.akingump.com/en/insights/ai-law-and-regulation-tracker/court-allows-discrimination-claims-against-ai-hiring-tool-to-proceed-or-mobley-v-workday-inc,,unknown,law_firm_analysis,secondary,backfill
SRC-309,New Executive Order Aims to Curb State AI Regulation,Alstonconsumerfinance,https://www.alstonconsumerfinance.com/executive-order-state-ai-regulation,,unknown,law_firm_analysis,secondary,backfill
SRC-310,Moratoriums and Federal Preemption of State Artificial Intelligence Laws Pose Serious Risks - Center for American Progress,Americanprogress,https://www.americanprogress.org/article/moratoriums-and-federal-preemption-of-state-artificial-intelligence-laws-pose-serious-risks,,unknown,other,context,backfill
SRC-311,Analytics Vidhya,Analyticsvidhya,https://www.analyticsvidhya.com/blog/2024/03/how-to-use-olas-krutrim,2024-03-01,from_url-month,other,context,backfill
SRC-312,American National Standards Institute,Ansi,https://www.ansi.org/standards-news/all-news/8-1-25-china-announces-action-plan-for-global-ai-governance,,unknown,other,context,backfill
SRC-313,A&O Shearman,Aoshearman,https://www.aoshearman.com/en/insights/ao-shearman-on-tech/president-trump-rescinds-bidens-ai-executive-order-and-announces-ai-investment,,unknown,other,context,backfill
SRC-314,Arabian Business,Arabianbusiness,https://www.arabianbusiness.com/industries/technology/saudi-pif-backed-humain-receives-first-shipment-of-latest-nvidia-ai-chips,,unknown,other,context,backfill
SRC-315,"Australia: New AI safety \""guardrails\"", and a targeted approach to high-risk settings",Ashurst,https://www.ashurst.com/en/insights/australia-new-ai-safety-guardrails-and-a-targeted-approach-to-high-risk-settings,,unknown,other,context,backfill
SRC-316,Baker Botts,Bakerbotts,https://www.bakerbotts.com/thought-leadership/publications/2025/july/texas-enacts-responsible-ai-governance-act-what-companies-need-to-know,,unknown,law_firm_analysis,secondary,backfill
SRC-317,Vietnam: Artificial Intelligence Law - Foundation and Outlook | Insight | Baker McKenzie,Bakermckenzie,https://www.bakermckenzie.com/en/insight/publications/2026/02/vietnam-artificial-intelligence-law-foundation-and-outlook,2026-02-01,from_url-month,law_firm_analysis,secondary,backfill
SRC-318,Auslegeordnung,OFCOM (CH),https://www.bakom.admin.ch/dam/bakom/en/dokumente/KI/Auslegeordnung,,unknown,official_gov,primary,backfill
SRC-319,Bertelsmann Stiftung,Bertelsmann Stiftung,https://www.bertelsmann-stiftung.de/en/our-projects/transformationindex-bti,,unknown,other,context,backfill
SRC-320,The Bletchley Park process could be a building block for global cooperation on AI safety | Brookings,Brookings,https://www.brookings.edu/articles/the-bletchley-park-process-could-be-a-building-block-for-global-cooperation-on-ai-safety,,unknown,other,secondary,backfill
SRC-321,What is California's AI safety law? | Brookings,Brookings,https://www.brookings.edu/articles/what-is-californias-ai-safety-law,,unknown,other,secondary,backfill
SRC-322,Brigard Urrutia,Com,https://www.bu.com.co/en/insights/noticias/regulatory-developments-artificial-intelligence-colombia,,unknown,other,context,backfill
SRC-323,Burges Salmon,Burges Salmon,https://www.burges-salmon.com/articles/102jn4q/council-of-europe-convention-on-ai-uk-us-eu-sign-first-legally-binding-ai-fram,,unknown,other,context,backfill
SRC-324,tramitacion,Camara,https://www.camara.cl/legislacion/proyectosdeley/tramitacion,,unknown,other,context,backfill
SRC-325,verDoc.aspx,Camara,https://www.camara.cl/verDoc.aspx?prmID=17048&prmTIPO=INICIATIVA,,unknown,other,context,backfill
